Origem,Origem (IATA),Origem (ICAO),Saida,Chegada,Destino,Destino (IATA),Destino (ICAO),Periodo,Frequencia
Galeão,GIG,SBGL,03:00,05:05,Salvador,SSA,SBSV,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,08:10,10:15,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,11:45,13:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,12:05,14:15,Salvador,SSA,SBSV,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,14:10,16:20,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda Terça Sexta
Galeão,GIG,SBGL,14:35,16:45,Salvador,SSA,SBSV,01/maio - 31/maio,Quarta Quinta Sábado Domingo
Galeão,GIG,SBGL,15:40,17:50,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda Quinta
Galeão,GIG,SBGL,16:10,18:20,Salvador,SSA,SBSV,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,16:30,18:40,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda Quinta
Galeão,GIG,SBGL,21:00,23:10,Salvador,SSA,SBSV,01/maio - 31/maio,Terça Quarta Sexta Domingo
Galeão,GIG,SBGL,23:15,01:25,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,03:20,04:40,Viracopos,VCP,SBKP,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,07:45,09:05,Viracopos,VCP,SBKP,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,17:05,18:25,Viracopos,VCP,SBKP,01/maio - 31/maio,Segunda Quarta Quinta Sexta
Galeão,GIG,SBGL,17:45,19:05,Viracopos,VCP,SBKP,01/maio - 31/maio,Terça
Galeão,GIG,SBGL,18:05,19:25,Viracopos,VCP,SBKP,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,01:00,02:10,Vitória,VIX,SBVT,01/maio - 31/maio,Segunda
Galeão,GIG,SBGL,03:00,04:10,Vitória,VIX,SBVT,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,05:00,06:10,Vitória,VIX,SBVT,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,06:50,08:00,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,07:35,08:50,Vitória,VIX,SBVT,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,08:00,09:10,Vitória,VIX,SBVT,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,10:30,11:40,Vitória,VIX,SBVT,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,10:50,12:00,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Segunda Quarta Quinta Sexta
Galeão,GIG,SBGL,13:15,14:25,Vitória,VIX,SBVT,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,13:45,14:55,Vitória,VIX,SBVT,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,17:30,18:40,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,19:45,20:55,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,19:45,20:55,Vitória,VIX,SBVT,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,21:35,22:45,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,18:25,21:30,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,09:00,10:40,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,17:50,19:30,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,18:45,20:25,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,23:15,00:55,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,08:55,10:45,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,17:15,19:05,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Sexta Sábado
Guarulhos,GRU,SBGR,17:40,19:30,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,18:00,19:45,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Segunda
Guarulhos,GRU,SBGR,22:15,00:05,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,09:30,11:35,Ilhéus,IOS,SBIL,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,15:45,17:50,Ilhéus,IOS,SBIL,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,09:05,12:00,Juazeiro do Norte,JDO,SBJU,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,09:05,12:00,Juazeiro do Norte,JDO,SBJU,01/maio - 31/maio,Quarta
Guarulhos,GRU,SBGR,15:50,18:40,Juazeiro do Norte,JDO,SBJU,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,16:20,19:15,Juazeiro do Norte,JDO,SBJU,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,21:40,00:35,Juazeiro do Norte,JDO,SBJU,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,08:40,12:05,Jericoacoara,JJD,SBJE,01/maio - 31/maio,Segunda Quarta Sábado
Guarulhos,GRU,SBGR,13:35,17:00,João Pessoa,JPA,SBJP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,22:15,01:35,João Pessoa,JPA,SBJP,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,22:35,01:55,João Pessoa,JPA,SBJP,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,09:15,12:20,Manaus,MAO,SBEG,01/maio - 31/maio,Quarta Quinta Sexta Domingo
Guarulhos,GRU,SBGR,09:55,13:00,Manaus,MAO,SBEG,01/maio - 31/maio,Segunda Terça Sábado
Guarulhos,GRU,SBGR,22:00,00:55,Manaus,MAO,SBEG,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,06:50,09:45,Maceió,MCZ,SBMO,01/maio - 31/maio,Segunda Terça Quinta
Guarulhos,GRU,SBGR,07:40,10:35,Maceió,MCZ,SBMO,01/maio - 31/maio,Quarta
Guarulhos,GRU,SBGR,07:55,10:50,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,09:20,12:15,Maceió,MCZ,SBMO,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,13:15,16:15,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,15:10,18:10,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,15:30,18:30,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,16:05,19:05,Maceió,MCZ,SBMO,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,21:10,00:15,Maceió,MCZ,SBMO,01/maio - 31/maio,Segunda Terça Sexta
Guarulhos,GRU,SBGR,22:10,01:15,Maceió,MCZ,SBMO,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,23:30,02:35,Maceió,MCZ,SBMO,01/maio - 31/maio,Quinta
Guarulhos,GRU,SBGR,23:35,02:40,Maceió,MCZ,SBMO,01/maio - 31/maio,Quarta
Guarulhos,GRU,SBGR,09:35,13:30,Mendoza,MDZ,SAME,01/maio - 31/maio,Terça Quinta Sexta Domingo
Guarulhos,GRU,SBGR,21:20,22:50,Maringá,MGF,SBMG,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,21:50,23:20,Maringá,MGF,SBMG,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,09:20,12:05,Montevidéu,MVD,SUMU,01/maio - 31/maio,Sexta Sábado Domingo Segunda Quarta Quinta Sexta
Guarulhos,GRU,SBGR,08:40,12:05,Natal,NAT,SBSG,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,14:05,17:35,Natal,NAT,SBSG,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,22:10,01:35,Natal,NAT,SBSG,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,09:15,10:25,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,14:15,15:30,Navegantes,NVT,SBNF,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,17:10,18:25,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,21:45,23:00,Navegantes,NVT,SBNF,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,21:50,23:05,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,09:25,11:10,Sinop,OPS,SWSI,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,16:55,19:05,Pelotas,PET,SBPK,01/maio - 31/maio,Segunda Quarta Sexta
Guarulhos,GRU,SBGR,08:45,10:35,Passo Fundo,PFB,SBPF,01/maio - 31/maio,Terça Quinta Sábado
Guarulhos,GRU,SBGR,21:35,00:15,Petrolina,PNZ,SBPL,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,23:05,01:45,Petrolina,PNZ,SBPL,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,08:40,10:25,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,13:55,15:40,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,14:30,16:15,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,16:05,17:50,Porto Alegre,POA,SBPA,01/maio - 31/maio,Segunda Terça Quarta Sexta
Guarulhos,GRU,SBGR,16:50,18:35,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,17:40,19:20,Porto Alegre,POA,SBPA,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,18:05,19:45,Porto Alegre,POA,SBPA,01/maio - 31/maio,Quinta
Guarulhos,GRU,SBGR,19:50,21:35,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,22:45,00:30,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,15:35,21:50,Punta Cana,PUJ,MDPC,01/maio - 31/maio,Segunda Quarta Sábado
Guarulhos,GRU,SBGR,06:55,10:00,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,08:40,11:55,Recife,REC,SBRF,01/maio - 31/maio,Segunda Terça Quinta Sexta
Guarulhos,GRU,SBGR,08:55,12:00,Recife,REC,SBRF,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,13:40,16:55,Recife,REC,SBRF,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,13:55,17:10,Recife,REC,SBRF,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,22:45,01:55,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,23:00,02:10,Recife,REC,SBRF,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,14:40,19:10,San Jose,SJO,MROC,01/maio - 31/maio,Terça Quinta Sábado
Guarulhos,GRU,SBGR,17:20,20:50,São Luís,SLZ,SBSL,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,22:45,02:15,São Luís,SLZ,SBSL,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,23:00,02:30,São Luís,SLZ,SBSL,01/maio - 31/maio,Quinta Sexta Domingo
Guarulhos,GRU,SBGR,09:20,11:40,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,13:45,16:10,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,14:40,17:05,Salvador,SSA,SBSV,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,15:45,18:10,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,22:10,00:35,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,00:15,03:25,Teresina,THE,SBTE,01/maio - 31/maio,Terça Quarta Quinta Sexta Sábado
Guarulhos,GRU,SBGR,21:50,01:00,Teresina,THE,SBTE,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,22:30,01:35,Teresina,THE,SBTE,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,21:40,23:40,Vitória da Conquista,VDC,SBQV,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,00:05,01:35,Vitória,VIX,SBVT,01/maio - 31/maio,Quinta
Guarulhos,GRU,SBGR,08:50,10:25,Vitória,VIX,SBVT,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,09:20,10:55,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,16:45,18:10,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo Segunda Terça Quinta Sexta
Guarulhos,GRU,SBGR,23:35,01:10,Vitória,VIX,SBVT,01/maio - 31/maio,Domingo Segunda Terça Quinta Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,16:40,18:15,Chapecó,XAP,SBCH,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,19:30,21:05,Chapecó,XAP,SBCH,01/maio - 31/maio,Terça Quinta Sábado Domingo
Goiânia,GYN,SBGO,00:05,02:10,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda
Goiânia,GYN,SBGO,02:35,04:40,Salvador,SSA,SBSV,01/maio - 31/maio,Quinta
Goiânia,GYN,SBGO,11:30,13:35,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo
João Pessoa,JPA,SBJP,03:05,08:45,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Domingo
João Pessoa,JPA,SBJP,12:05,13:50,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Manaus,MAO,SBEG,01:30,02:55,Porto Velho,PVH,SBPV,01/maio - 31/maio,Sexta Sábado
Manaus,MAO,SBEG,00:05,01:05,Rio Branco,RBR,SBRB,01/maio - 31/maio,Quarta Sexta Domingo
Manaus,MAO,SBEG,11:45,13:55,Santarém,STM,SBSN,01/maio - 31/maio,Sexta Domingo
Maceió,MCZ,SBMO,01:10,02:05,João Pessoa,JPA,SBJP,01/maio - 31/maio,Domingo
Maceió,MCZ,SBMO,12:30,13:40,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Natal,NAT,SBSG,12:10,13:50,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo
Porto Alegre,POA,SBPA,10:40,13:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado
Recife,REC,SBRF,04:45,06:10,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda Terça Sexta Domingo
Recife,REC,SBRF,12:30,13:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
São Luís,SLZ,SBSL,11:40,13:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,05:10,07:45,Viracopos,VCP,SBKP,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,14:40,17:15,Viracopos,VCP,SBKP,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,01:40,03:20,Vitória,VIX,SBVT,01/maio - 31/maio,Segunda
Salvador,SSA,SBSV,14:45,16:25,Vitória,VIX,SBVT,01/maio - 31/maio,Sábado
Salvador,SSA,SBSV,14:50,16:30,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Brasília,BSB,SBBR,09:20,13:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado
Confins,CNF,SBCF,09:55,13:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Quarta
Confins,CNF,SBCF,12:10,15:30,Aeroparque,AEP,SABE,01/maio - 31/maio,Sábado
Florianópolis,FLN,SBFL,05:40,08:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Segunda Quinta
Florianópolis,FLN,SBFL,05:40,08:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Terça Quinta Sábado
Florianópolis,FLN,SBFL,05:45,08:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Sábado
Florianópolis,FLN,SBFL,06:10,08:30,Aeroparque,AEP,SABE,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,17:10,19:30,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado Domingo
Fortaleza,FOR,SBFZ,12:55,18:40,Aeroparque,AEP,SABE,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,10:50,14:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,19:50,23:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Quarta
Galeão,GIG,SBGL,22:10,01:40,Aeroparque,AEP,SABE,01/maio - 31/maio,Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,06:15,09:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,09:35,12:40,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,14:15,17:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,17:55,21:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Sábado Terça Quinta Sexta Sábado
Guarulhos,GRU,SBGR,23:10,02:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Domingo
Natal,NAT,SBSG,17:50,23:20,Aeroparque,AEP,SABE,01/maio - 31/maio,Sábado
Porto Alegre,POA,SBPA,06:10,08:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Terça Quinta Sábado
Recife,REC,SBRF,02:40,08:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Quarta
Recife,REC,SBRF,12:20,17:40,Aeroparque,AEP,SABE,01/maio - 31/maio,Sábado
Salvador,SSA,SBSV,03:25,08:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Sexta Domingo
Salvador,SSA,SBSV,15:05,20:00,Aeroparque,AEP,SABE,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,08:40,11:20,Aracaju,AJU,SBAR,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,09:35,11:55,Aracaju,AJU,SBAR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,16:05,18:40,Aracaju,AJU,SBAR,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,17:40,20:20,Aracaju,AJU,SBAR,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,22:50,01:30,Aracaju,AJU,SBAR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,15:10,15:55,Aracaju,AJU,SBAR,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,CGH,SBSP,11:35,12:45,Araçatuba,ARU,SBAU,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Guarulhos,GRU,SBGR,09:25,11:40,Assunção,ASU,SGAS,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,16:00,21:30,Aruba,AUA,TNCA,01/maio - 31/maio,Sábado
Brasília,BSB,SBBR,08:55,11:25,Belém,BEL,SBBE,01/maio - 31/maio,Sábado
Brasília,BSB,SBBR,09:15,11:55,Belém,BEL,SBBE,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Brasília,BSB,SBBR,21:15,23:45,Belém,BEL,SBBE,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,22:15,01:55,Belém,BEL,SBBE,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,22:40,02:20,Belém,BEL,SBBE,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Macapá,MCP,SBMQ,15:05,16:05,Belém,BEL,SBBE,01/maio - 31/maio,Sexta Domingo
Paramaribo,PBM,SMJP,15:55,17:45,Belém,BEL,SBBE,01/maio - 31/maio,Sábado
Santarém,STM,SBSN,02:55,04:15,Belém,BEL,SBBE,01/maio - 31/maio,Sexta Sábado Domingo
Brasília,BSB,SBBR,08:50,12:19,Bogotá,BOG,SKBO,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Manaus,MAO,SBEG,19:45,21:35,Bogotá,BOG,SKBO,01/maio - 31/maio,Quarta Domingo
Congonhas,CGH,SBSP,10:10,12:15,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,CGH,SBSP,14:30,16:25,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Domingo
Congonhas,CGH,SBSP,14:50,16:50,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,15:10,17:15,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,19:35,21:30,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sábado
Confins,CNF,SBCF,06:40,08:00,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,12:25,13:50,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sexta Sábado
Confins,CNF,SBCF,19:25,20:45,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sábado
Confins,CNF,SBCF,20:55,22:15,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Domingo
Ezeiza,EZE,SAEZ,03:40,07:30,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,08:55,10:50,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,16:20,18:20,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sexta Domingo
Salvador,SSA,SBSV,15:00,16:00,Porto Seguro,BPS,SBPS,01/maio - 31/maio,Sábado
Boa Vista,BVB,SBBV,01:20,06:05,Brasília,BSB,SBBR,01/maio - 31/maio,Segunda Terça Quinta Sábado
Cuiabá,CGB,SBCY,05:00,07:40,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado
Cuiabá,CGB,SBCY,17:20,20:00,Brasília,BSB,SBBR,01/maio - 31/maio,Terça Quinta Sábado
Congonhas,CGH,SBSP,06:00,07:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,06:30,08:25,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,08:00,09:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,09:15,11:10,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,11:40,13:30,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,14:10,16:00,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Congonhas,CGH,SBSP,14:50,16:40,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,16:10,18:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,17:00,18:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo
Congonhas,CGH,SBSP,17:55,19:50,Brasília,BSB,SBBR,01/maio - 31/maio,Sábado Domingo
Congonhas,CGH,SBSP,18:20,20:15,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,19:20,21:15,Brasília,BSB,SBBR,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,19:45,21:40,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,06:35,07:50,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,19:00,20:20,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo
Cancun,CUN,MMUN,20:40,06:35,Brasília,BSB,SBBR,01/maio - 31/maio,Terça Sábado
Curitiba,CWB,SBCT,06:00,08:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,17:55,19:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo
Ezeiza,EZE,SAEZ,03:40,07:15,Brasília,BSB,SBBR,01/maio - 31/maio,Terça Quinta
Florianópolis,FLN,SBFL,05:40,08:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Fortaleza,FOR,SBFZ,04:40,07:20,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Fortaleza,FOR,SBFZ,17:15,20:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,01:05,02:55,Brasília,BSB,SBBR,01/maio - 31/maio,Segunda
Galeão,GIG,SBGL,02:50,04:40,Brasília,BSB,SBBR,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,06:05,07:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,07:05,08:55,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,11:05,13:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,15:20,17:10,Brasília,BSB,SBBR,01/maio - 31/maio,Terça Quarta Sexta
Galeão,GIG,SBGL,15:45,17:35,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,18:15,20:05,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,19:45,21:35,Brasília,BSB,SBBR,01/maio - 31/maio,Terça Sexta Sábado Domingo
Galeão,GIG,SBGL,21:00,22:50,Brasília,BSB,SBBR,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,06:00,07:45,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
