Origem,Origem (IATA),Origem (ICAO),Saida,Chegada,Destino,Destino (IATA),Destino (ICAO),Periodo,Frequencia
Galeão,GIG,SBGL,04:05,05:10,Confins,CNF,SBCF,01/maio - 31/maio,Segunda Quinta
Galeão,GIG,SBGL,06:20,07:25,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,07:30,08:35,Confins,CNF,SBCF,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,07:35,08:40,Confins,CNF,SBCF,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,08:00,09:05,Confins,CNF,SBCF,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,19:00,20:05,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,21:05,22:20,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,09:05,10:20,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,09:10,10:25,Confins,CNF,SBCF,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,13:25,14:45,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,16:55,18:15,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,21:20,22:40,Confins,CNF,SBCF,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,23:05,00:25,Confins,CNF,SBCF,01/maio - 31/maio,Sexta
Salvador,SSA,SBSV,13:00,14:45,Confins,CNF,SBCF,01/maio - 31/maio,Segunda Quinta Sábado
Salvador,SSA,SBSV,15:05,16:50,Confins,CNF,SBCF,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,17:05,18:50,Confins,CNF,SBCF,01/maio - 31/maio,Sexta Sábado Segunda Quarta Sexta Sábado
Galeão,GIG,SBGL,21:30,01:20,Córdova,COR,SACO,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,00:05,03:30,Córdova,COR,SACO,01/maio - 31/maio,Quinta
Guarulhos,GRU,SBGR,23:50,03:25,Córdova,COR,SACO,01/maio - 31/maio,Segunda Quarta Sexta
Recife,REC,SBRF,18:15,00:05,Córdova,COR,SACO,01/maio - 31/maio,Sábado
Salvador,SSA,SBSV,23:55,01:10,Campina Grande,CPV,SBKG,01/maio - 31/maio,Segunda Quinta Sexta Domingo
Galeão,GIG,SBGL,03:40,05:10,Curitiba,CWB,SBCT,01/maio - 31/maio,Segunda Quinta
Galeão,GIG,SBGL,06:35,08:10,Curitiba,CWB,SBCT,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,07:45,09:20,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,08:20,09:55,Curitiba,CWB,SBCT,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,11:50,13:20,Curitiba,CWB,SBCT,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,12:20,13:50,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,16:55,18:25,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,21:50,23:25,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,09:30,10:35,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,13:05,14:10,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,16:55,18:00,Curitiba,CWB,SBCT,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,17:15,18:25,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,21:55,23:00,Curitiba,CWB,SBCT,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,22:10,23:20,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,22:45,23:55,Curitiba,CWB,SBCT,01/maio - 31/maio,Sexta Domingo
Maringá,MGF,SBMG,05:25,06:20,Curitiba,CWB,SBCT,01/maio - 31/maio,Segunda Terça Quinta Sábado
Salvador,SSA,SBSV,14:50,17:50,Curitiba,CWB,SBCT,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,13:25,15:30,Caxias do Sul,CXJ,SBCX,01/maio - 31/maio,Terça Sábado
Rio Branco,RBR,SBRB,10:40,11:55,Cruzeiro do Sul,CZS,SBCZ,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Florianópolis,FLN,SBFL,15:40,18:10,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Sábado
Florianópolis,FLN,SBFL,22:00,00:20,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Quinta Domingo
Fortaleza,FOR,SBFZ,17:45,23:30,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,07:55,11:25,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,22:15,01:45,Ezeiza,EZE,SAEZ,01/maio - 31/maio,Segunda Quarta
Guarulhos,GRU,SBGR,08:45,13:45,Fernando de Noronha,FEN,SBFN,01/maio - 31/maio,Segunda Quarta Sexta Sábado
Recife,REC,SBRF,11:30,13:45,Fernando de Noronha,FEN,SBFN,01/maio - 31/maio,Domingo
Recife,REC,SBRF,12:30,14:45,Fernando de Noronha,FEN,SBFN,01/maio - 31/maio,Terça Quinta Domingo
Galeão,GIG,SBGL,03:20,05:00,Florianópolis,FLN,SBFL,01/maio - 31/maio,Segunda Quinta
Galeão,GIG,SBGL,05:40,07:20,Florianópolis,FLN,SBFL,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,07:40,09:20,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,12:25,14:05,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,14:10,15:50,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sábado Domingo
Galeão,GIG,SBGL,14:30,16:10,Florianópolis,FLN,SBFL,01/maio - 31/maio,Terça Sexta
Galeão,GIG,SBGL,16:50,18:30,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,21:35,23:15,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,09:05,10:20,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,13:20,14:35,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Sábado Domingo Terça Quarta Quinta Sexta Sábado
Guarulhos,GRU,SBGR,17:10,18:30,Florianópolis,FLN,SBFL,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,17:40,18:55,Florianópolis,FLN,SBFL,01/maio - 31/maio,Segunda
Guarulhos,GRU,SBGR,22:35,23:55,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sexta Domingo
Porto Alegre,POA,SBPA,06:15,07:20,Florianópolis,FLN,SBFL,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,07:40,10:50,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sexta Sábado Segunda Quarta Quinta Sexta
Galeão,GIG,SBGL,12:10,15:20,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,13:10,16:20,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Terça Domingo
Galeão,GIG,SBGL,15:30,18:40,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,21:40,00:55,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Segunda Terça Sexta Domingo
Galeão,GIG,SBGL,22:15,01:30,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,08:25,11:50,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Quarta Sexta Sábado
Guarulhos,GRU,SBGR,08:40,12:05,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Terça Quinta Domingo
Guarulhos,GRU,SBGR,13:45,17:15,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,14:05,17:35,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,22:35,02:05,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sexta Domingo
Orlando,MCO,KMCO,13:25,22:20,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Quinta
Miami,MIA,KMIA,10:05,18:30,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Quarta Sábado
Salvador,SSA,SBSV,14:45,16:35,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,16:55,18:55,Santo Angelo,GEL,SBNM,01/maio - 31/maio,Terça Quinta Sábado
Guarulhos,GRU,SBGR,00:05,01:20,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda
Guarulhos,GRU,SBGR,06:05,07:10,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,08:25,09:25,Galeão,GIG,SBGL,01/maio - 31/maio,Terça Quinta
Guarulhos,GRU,SBGR,08:50,09:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,09:00,10:05,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,09:10,10:15,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,14:00,15:05,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,18:00,19:05,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quarta Sábado Domingo
Guarulhos,GRU,SBGR,18:35,19:40,Galeão,GIG,SBGL,01/maio - 31/maio,Terça Quinta Sexta
Guarulhos,GRU,SBGR,20:00,21:10,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,21:15,22:25,Galeão,GIG,SBGL,01/maio - 31/maio,Terça Quarta Quinta
Guarulhos,GRU,SBGR,21:50,23:00,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,22:30,23:40,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Sexta Domingo
Goiânia,GYN,SBGO,05:10,06:55,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Goiânia,GYN,SBGO,05:15,07:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado
Goiânia,GYN,SBGO,14:15,16:00,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Goiânia,GYN,SBGO,18:20,20:05,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Foz do Iguaçu,IGU,SBFI,04:45,06:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Foz do Iguaçu,IGU,SBFI,10:20,12:35,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Foz do Iguaçu,IGU,SBFI,10:40,12:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
João Pessoa,JPA,SBJP,03:45,06:50,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quinta Sexta
João Pessoa,JPA,SBJP,11:20,14:25,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Sexta
Manaus,MAO,SBEG,01:45,06:50,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado Segunda Terça Quarta Quinta
Maceió,MCZ,SBMO,11:00,13:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Maceió,MCZ,SBMO,17:05,19:50,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Maceió,MCZ,SBMO,17:55,20:35,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Montevidéu,MVD,SUMU,02:30,05:10,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quarta Sexta
Montevidéu,MVD,SUMU,18:55,21:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Natal,NAT,SBSG,03:30,06:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado
Natal,NAT,SBSG,06:40,09:55,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Natal,NAT,SBSG,11:30,14:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Navegantes,NVT,SBNF,09:45,11:10,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Navegantes,NVT,SBNF,10:15,11:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado
Navegantes,NVT,SBNF,19:15,20:40,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Navegantes,NVT,SBNF,21:30,22:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,05:00,06:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado
Porto Alegre,POA,SBPA,07:00,09:00,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Porto Alegre,POA,SBPA,08:45,10:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,10:35,12:30,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Porto Alegre,POA,SBPA,17:05,19:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado Domingo
Porto Alegre,POA,SBPA,17:15,19:15,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Porto Alegre,POA,SBPA,17:25,19:25,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Terça Sexta
Porto Alegre,POA,SBPA,19:25,21:25,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Porto Alegre,POA,SBPA,20:20,22:15,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Porto Alegre,POA,SBPA,21:05,23:00,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quinta Sexta
Porto Alegre,POA,SBPA,22:10,00:10,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Porto Alegre,POA,SBPA,22:25,00:20,Galeão,GIG,SBGL,01/maio - 31/maio,Terça
Porto Alegre,POA,SBPA,22:45,00:40,Galeão,GIG,SBGL,01/maio - 31/maio,Quarta
Recife,REC,SBRF,03:05,06:00,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Recife,REC,SBRF,04:00,06:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado
Recife,REC,SBRF,12:30,15:25,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quarta Sexta Sábado
Recife,REC,SBRF,15:25,18:20,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Recife,REC,SBRF,17:10,20:05,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Recife,REC,SBRF,22:55,01:50,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Rosário,ROS,SAAR,03:00,05:50,Galeão,GIG,SBGL,01/maio - 31/maio,Quarta Sexta Domingo
São José dos Campos,SJK,SBSJ,06:00,07:05,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quinta Sábado
Salvador,SSA,SBSV,00:15,02:25,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda
Salvador,SSA,SBSV,02:50,05:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,04:50,07:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,10:55,13:05,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,11:40,13:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,14:35,16:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,19:00,21:15,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Viracopos,VCP,SBKP,05:30,06:50,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Viracopos,VCP,SBKP,09:45,11:05,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Viracopos,VCP,SBKP,19:05,20:25,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quarta Quinta Sexta
Viracopos,VCP,SBKP,19:45,21:05,Galeão,GIG,SBGL,01/maio - 31/maio,Terça
Viracopos,VCP,SBKP,20:05,21:25,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Vitória,VIX,SBVT,03:00,04:10,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Vitória,VIX,SBVT,04:30,05:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta
Vitória,VIX,SBVT,04:50,06:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Vitória,VIX,SBVT,08:40,09:50,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Vitória,VIX,SBVT,09:30,10:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Vitória,VIX,SBVT,09:50,11:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Vitória,VIX,SBVT,15:05,16:15,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Vitória,VIX,SBVT,15:35,16:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Vitória,VIX,SBVT,17:10,18:20,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Vitória,VIX,SBVT,19:20,20:30,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Vitória,VIX,SBVT,21:35,22:45,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Vitória,VIX,SBVT,21:35,22:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta
Vitória,VIX,SBVT,23:00,00:10,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Goiânia,GYN,SBGO,06:00,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Goiânia,GYN,SBGO,11:25,13:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Goiânia,GYN,SBGO,20:10,21:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,IGU,SBFI,06:00,07:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,IGU,SBFI,11:25,13:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,IGU,SBFI,20:20,22:15,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo
Ilhéus,IOS,SBIL,12:15,14:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Ilhéus,IOS,SBIL,18:30,20:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Juazeiro do Norte,JDO,SBJU,05:10,08:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Juazeiro do Norte,JDO,SBJU,12:55,15:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Juazeiro do Norte,JDO,SBJU,12:55,15:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quarta
Jericoacoara,JJD,SBJE,12:45,16:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Quarta Sábado
João Pessoa,JPA,SBJP,04:15,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
João Pessoa,JPA,SBJP,04:55,08:30,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
João Pessoa,JPA,SBJP,18:10,21:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
João Pessoa,JPA,SBJP,18:25,22:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Manaus,MAO,SBEG,02:00,07:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quarta
Manaus,MAO,SBEG,02:15,07:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Domingo
Manaus,MAO,SBEG,02:40,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quinta
Manaus,MAO,SBEG,13:45,18:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Manaus,MAO,SBEG,14:30,19:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Maceió,MCZ,SBMO,01:50,04:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quinta
Maceió,MCZ,SBMO,03:40,06:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Domingo
Maceió,MCZ,SBMO,10:45,13:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Terça Quinta
Maceió,MCZ,SBMO,11:15,14:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quarta
Maceió,MCZ,SBMO,11:30,14:30,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Maceió,MCZ,SBMO,12:55,15:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Domingo
Maceió,MCZ,SBMO,16:55,19:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo
Maceió,MCZ,SBMO,19:15,22:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Mendoza,MDZ,SAME,14:10,17:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quinta Sexta Domingo
Maringá,MGF,SBMG,06:35,08:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado
Maringá,MGF,SBMG,06:55,08:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Montevidéu,MVD,SUMU,13:05,15:35,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Natal,NAT,SBSG,03:25,07:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Natal,NAT,SBSG,04:15,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Natal,NAT,SBSG,04:50,08:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Natal,NAT,SBSG,12:50,16:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Natal,NAT,SBSG,18:15,21:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Navegantes,NVT,SBNF,06:20,07:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Navegantes,NVT,SBNF,11:10,12:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Navegantes,NVT,SBNF,16:10,17:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Navegantes,NVT,SBNF,19:05,20:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Sinop,OPS,SWSI,12:00,15:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Pelotas,PET,SBPK,19:45,21:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Quarta Sexta
Passo Fundo,PFB,SBPF,11:15,12:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quinta Sábado
Petrolina,PNZ,SBPL,02:00,04:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quarta Sexta
Petrolina,PNZ,SBPL,03:05,05:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Terça Quinta
Petrolina,PNZ,SBPL,04:30,07:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Porto Alegre,POA,SBPA,06:00,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,11:05,12:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,13:35,15:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Porto Alegre,POA,SBPA,18:35,20:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Terça Quarta Sexta
Porto Alegre,POA,SBPA,20:00,21:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Porto Alegre,POA,SBPA,20:35,22:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quinta
Porto Alegre,POA,SBPA,22:20,00:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Punta Cana,PUJ,MDPC,23:00,07:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Quarta Sábado
Recife,REC,SBRF,03:50,07:15,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado
Recife,REC,SBRF,04:30,07:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Recife,REC,SBRF,04:50,08:15,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Recife,REC,SBRF,12:35,15:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Segunda Terça Quarta Quinta
Recife,REC,SBRF,17:45,21:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo
San Jose,SJO,MROC,20:25,07:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quinta Sábado
São Luís,SLZ,SBSL,03:15,07:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
São Luís,SLZ,SBSL,03:15,07:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
São Luís,SLZ,SBSL,04:05,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quinta
Salvador,SSA,SBSV,05:30,08:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Sexta
Salvador,SSA,SBSV,12:25,14:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,17:25,19:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Salvador,SSA,SBSV,17:45,20:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,18:50,21:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Teresina,THE,SBTE,04:55,08:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
